Mileage,Engine,Kerb Weight,Fuel,Transmission Type,Power,No. of Cylinders,Registration Year
15 kmpl,1598 cc,1145 kg,Petrol,Manual,103.6 bhp,4.0,Mar 2016
15.04 kmpl,1598 cc,1121 kg,Petrol,Manual,103.6 bhp,4.0,Jan 2013
17.8 kmpl,1497 cc,1049 kg,Petrol,Manual,117.3 bhp,4.0,Mar 2015
17.4 kmpl,1497 cc,1065 kg,Petrol,Manual,117.3 bhp,4.0,May 2014
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,May 2011
16.47 kmpl,1198 cc,1053 kg,Petrol,Manual,74 bhp,3.0,Aug 2015
21.21 kmpl,1197 cc,855-885 kg,Petrol,Manual,81.80 bhp,4.0,Jan 2021
27.39 kmpl,1248 cc,985 kg,Diesel,Manual,74 bhp,4.0,Jun 2016
18 kmpl,1497 cc,1085 kg,Petrol,Automatic,117.3 bhp,4.0,Jun 2017
21.4 kmpl,1197 cc,890 kg,Petrol,Manual,83.1 bhp,4.0,Sept 2017
16.2 kmpl,1199 cc,1044 kg,Petrol,Manual,74 bhp,3.0,Mar 2016
16.47 kmpl,1198 cc,1055 kg,Petrol,Manual,73.9 bhp,3.0,Nov 2012
16.47 kmpl,1198 cc,1030 kg,Petrol,Manual,73.9 bhp,3.0,Mar 2012
20.77 kmpl,1248 cc,1235 kg,Diesel,Manual,88.8 bhp,4.0,Apr 2013
17.71 kmpl,1197 cc,930 kg,Petrol,Manual,78.9 bhp,4.0,Oct 2013
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Aug 2013
17.4 kmpl,1497 cc,1042 kg,Petrol,Manual,117.3 bhp,4.0,Jun 2014
22.38 kmpl,1197 cc,875-905 kg,Petrol,Manual,88.50 bhp,4.0,Sept 2021
24 kmpl,1186 cc,1100 kg,Diesel,Manual,73.97 bhp,3.0,Nov 2013
16.47 kmpl,1198 cc,1030 kg,Petrol,Manual,73.9 bhp,3.0,Mar 2016
18.9 kmpl,1197 cc,1100 kg,Petrol,Automatic,81.86 bhp,4.0,Nov 2017
17.4 kmpl,1497 cc,1063 kg,Petrol,Manual,117.60 bhp,4.0,Aug 2016
23.84 kmpl,1199 cc,980 kg,Petrol,Automatic,84 bhp,3.0,Feb 2018
21.4 kmpl,1197 cc,935 kg,Petrol,Automatic,83.1 bhp,4.0,Jun 2018
19.6 kmpl,1199 cc,1032 kg,Petrol,Automatic,84.82 bhp,3.0,Mar 2021
16.47 kmpl,1198 cc,1055 kg,Petrol,Manual,73.9 bhp,3.0,Aug 2014
18.78 kmpl,999 cc,1044 kg,Petrol,Manual,75 bhp,3.0,Aug 2019
18.9 kmpl,1197 cc,935 kg,Petrol,Automatic,82 bhp,4.0,Apr 2016
20.51 kmpl,1462 cc,1150-1205 kg,Petrol,Manual,101.65 bhp,4.0,Apr 2018
21.5 kmpl,1497 cc,1305 kg,Diesel,Automatic,108.5 bhp,4.0,Sept 2018
27.39 kmpl,1248 cc,985 kg,Diesel,Manual,74 bhp,4.0,Feb 2018
17.21 kmpl,1197 cc,1109 kg,Petrol,Automatic,103.5 bhp,4.0,Oct 2017
22 kmpl,999 cc,750 kg,Petrol,Automatic,67 bhp,3.0,Nov 2017
17.8 kmpl,1497 cc,1049 kg,Petrol,Manual,117.3 bhp,4.0,Jun 2016
20.51 kmpl,1462 cc,1150-1205 kg,Petrol,Manual,101.65 bhp,4.0,Aug 2013
18.49 kmpl,1493 cc,1765 kg,,Automatic,100 bhp,3.0,Sept 2017
27.39 kmpl,1248 cc,960-985 kg,Diesel,Manual,74 bhp,4.0,May 2017
16.47 kmpl,1198 cc,1055 kg,Petrol,Manual,73.9 bhp,3.0,Jun 2016
16.47 kmpl,1198 cc,1055 kg,Petrol,Manual,73.9 bhp,3.0,Nov 2014
20.5 kmpl,1598 cc,1205 kg,Diesel,Manual,103.5 bhp,4.0,Jan 2013
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Mar 2015
18.9 kmpl,1197 cc,1200 kg,Petrol,Automatic,81.86 bhp,4.0,Nov 2018
20.51 kmpl,1462 cc,1150-1205 kg,Petrol,Manual,101.65 bhp,4.0,May 2013
24.35 kmpl,998 cc,810-835 kg,Petrol,Manual,65.71 bhp,3.0,Jun 2022
16.5 kmpl,1499 cc,1290 kg,,Automatic,110 bhp,4.0,May 2015
21.4 kmpl,1197 cc,890 kg,Petrol,Manual,83.1 bhp,4.0,May 2017
16.5 kmpl,1198 cc,970 kg,Petrol,Automatic,86.8 bhp,4.0,Dec 2013
21.14 kmpl,1498 cc,1206 kg,Diesel,Manual,103.52 bhp,4.0,Jan 2016
20.3 kmpl,1248 cc,1130 kg,Diesel,Manual,75 bhp,4.0,Jan 2014
17.24 kmpl,1198 cc,1055 kg,Petrol,Manual,73.9 bhp,3.0,Jan 2011
24.39 kmpl,998 cc,,Petrol,Manual,65.71 bhp,3.0,May 2024
16.8 kmpl,1497 cc,1095 kg,Petrol,Manual,116.3 bhp,4.0,Sept 2013
17.8 kmpl,1497 cc,1049 kg,Petrol,Manual,117.3 bhp,4.0,Feb 2016
25.8 kmpl,1498 cc,1060 kg,Diesel,Manual,98.6 bhp,4.0,May 2015
18.7 kmpl,1199 cc,1044 kg,Petrol,Manual,88.7 bhp,4.0,May 2017
17.8 kmpl,1497 cc,1065 kg,Petrol,Manual,117.3 bhp,4.0,Sept 2016
21.43 kmpl,1364 cc,1340 kg,Diesel,Manual,87.2 bhp,4.0,Aug 2013
24.29 kmpl,1498 cc,1040-1130 kg,Diesel,Manual,99 bhp,4.0,Jan 2016
15.26 kmpl,1598 cc,1240 kg,Petrol,Manual,103.5 bhp,4.0,Feb 2012
18.2 kmpl,1199 cc,1064 kg,Petrol,Automatic,88.7 bhp,4.0,Jun 2017
20.77 kmpl,1248 cc,1235 kg,Diesel,Manual,88.76 bhp,4.0,Dec 2012
15.26 kmpl,1598 cc,1055 kg,Petrol,Manual,103.5 bhp,4.0,Mar 2026
16.47 kmpl,1198 cc,1030 kg,Petrol,Manual,73.9 bhp,3.0,Jan 2013
27.39 kmpl,1248 cc,970 kg,Diesel,Manual,74 bhp,4.0,Feb 2016
21.4 kmpl,1197 cc,870 kg,Petrol,Manual,83.1 bhp,4.0,Jun 2016
15.63 kmpl,1499 cc,1250 kg,,Automatic,110.4 bhp,4.0,Jun 2016
16.47 kmpl,1198 cc,1030 kg,Petrol,Manual,73.9 bhp,3.0,May 2014
27.39 kmpl,1248 cc,985 kg,Diesel,Manual,74 bhp,4.0,Aug 2017
20.3 kmpl,1086 cc,1050 kg,Petrol,Automatic,68 bhp,4.0,Jul 2019
18.6 kmpl,1197 cc,1066 kg,Petrol,Manual,81.83 bhp,4.0,Jun 2016
18.6 kmpl,1498 cc,1107-1153 kg,Petrol,Manual,119.35 bhp,4.0,Dec 2014
27.39 kmpl,1248 cc,985 kg,Diesel,Manual,74 bhp,4.0,Mar 2016
17.71 kmpl,1197 cc,930 kg,Petrol,Manual,78.9 bhp,4.0,May 2013
15.04 kmpl,1598 cc,1121 kg,Petrol,Manual,103.6 bhp,4.0,Mar 2015
23.08 kmpl,1461 cc,1010 kg,Diesel,Manual,63.1 bhp,4.0,Nov 2013
20 kmpl,1399 cc,1105 kg,Diesel,Manual,68.1 bhp,4.0,Nov 2015
15.1 kmpl,2179 cc,1635 kg,Diesel,Manual,140 bhp,4.0,Feb 2013
21.43 kmpl,1364 cc,1340 kg,Diesel,Manual,87.2 bhp,4.0,Jun 2012
21.66 kmpl,1498 cc,1182 kg,Diesel,Automatic,103.6 bhp,4.0,Jan 2015
15 kmpl,1598 cc,1145 kg,Petrol,Manual,103.52 bhp,4.0,Mar 2016
18.75 kmpl,999 cc,939 kg,Petrol,Manual,71.02 bhp,3.0,Feb 2022
18.07 kmpl,999 cc,1210-1240 kg,Petrol,Automatic,113.98 bhp,3.0,Oct 2022
20.4 kmpl,1493 cc,1645 kg,Diesel,Manual,113.98 bhp,4.0,Feb 2022
17.4 kmpl,999 cc,,,Automatic,98.63 bhp,3.0,Feb 2024
16 kmpl,2179 cc,1655 kg,,Manual,140 bhp,4.0,Jan 2016
14.025 kmpl,1451 cc,1775 kg,Petrol,Manual,141 bhp,4.0,Aug 2021
17.99 kmpl,1462 cc,1190 kg,Petrol,Automatic,103.2 bhp,4.0,Nov 2021
15.1 kmpl,2179 cc,1675 kg,,Manual,152.87 bhp,4.0,May 2018
18 kmpl,1493 cc,1540 kg,Diesel,Automatic,113.43 bhp,4.0,Nov 2020
,1462 cc,1225 kg,Petrol,Automatic,101.64 bhp,4.0,Nov 2023
19.36 kmpl,999 cc,1219-1252 kg,Petrol,Automatic,113.98 bhp,3.0,Jun 2023
16.02 kmpl,1373 cc,1160 kg,Petrol,Manual,93.7 bhp,4.0,Jun 2017
,1462 cc,1190 kg,Petrol,Automatic,103.2 bhp,4.0,Aug 2021
20 kmpl,1461 cc,1250 kg,Diesel,Manual,108.45 bhp,4.0,Feb 2020
24.3 kmpl,1248 cc,1190 kg,,Manual,88.5 bhp,4.0,Apr 2019
20.3 kmpl,1462 cc,1150-1205 kg,Petrol,Automatic,101.64 bhp,4.0,Dec 2017
17.1 kmpl,1199 cc,1085 kg,Petrol,Automatic,88.50 bhp,4.0,Mar 2021
27.39 kmpl,1248 cc,985 kg,Diesel,Manual,74 bhp,4.0,Nov 2019
18.4 kmpl,1498 cc,1153 kg,Petrol,Automatic,119.35 bhp,4.0,Apr 2017
20.51 kmpl,1462 cc,1150-1205 kg,Petrol,Manual,101.65 bhp,4.0,Nov 2017
21.21 kmpl,1197 cc,855-885 kg,Petrol,Automatic,81.80 bhp,4.0,Jan 2025
18.2 kmpl,998 cc,1201 kg,Petrol,Manual,118.36 bhp,3.0,Mar 2021
28.09 kmpl,1248 cc,1105 kg,Diesel,Automatic,88.50 bhp,4.0,Mar 2018
15.1 kmpl,2179 cc,1900 kg,Diesel,Manual,140 bhp,4.0,Jun 2015
,1462 cc,1225 kg,Petrol,Automatic,101.64 bhp,4.0,Aug 2021
20 kmpl,1497 cc,1465 kg,,Manual,115 bhp,4.0,May 2022
19.17 kmpl,999 cc,,,Manual,71 bhp,3.0,Jul 2022
18.4 kmpl,1498 cc,1153 kg,Petrol,Automatic,119.35 bhp,4.0,Jan 2018
17.69 kmpl,999 cc,1138 kg,Petrol,Manual,108.62 bhp,3.0,Sept 2020
18.2 kmpl,998 cc,1201 kg,Petrol,Manual,118.36 bhp,3.0,Jan 2023
18.2 kmpl,998 cc,1201 kg,Petrol,Manual,118.36 bhp,3.0,Nov 2021
18.3 kmpl,1498 cc,1107-1153 kg,Petrol,Automatic,119.35 bhp,4.0,Mar 2022
25.6 kmpl,1498 cc,1175 kg,Diesel,Manual,97.9 bhp,4.0,Mar 2017
18.5 kmpl,1199 cc,1267-1275 kg,Petrol,Manual,108.62 bhp,3.0,Jul 2023
17.8 kmpl,1497 cc,1049 kg,Petrol,Manual,117.3 bhp,4.0,May 2017
15.5 kmpl,1896 cc,1459 kg,Diesel,Automatic,,4.0,Jan 2010
16 kmpl,2179 cc,1840 kg,,Manual,140 bhp,4.0,Jan 2017
19.16 kmpl,2494 cc,1625 kg,Petrol,Automatic,158.2 bhp,4.0,Dec 2012
23.22 kmpl,1497 cc,1250 kg,Diesel,Manual,113.42 bhp,4.0,May 2022
17.21 kmpl,1197 cc,1109 kg,Petrol,Automatic,103.5 bhp,4.0,Apr 2017
17.2 kmpl,1968 cc,1608 kg,Diesel,Automatic,138.1 bhp,4.0,Jun 2014
20.14 kmpl,1498 cc,1163 kg,Diesel,Manual,88 bhp,4.0,Oct 2016
21 kmpl,1197 cc,1120 kg,Petrol,Manual,81.80 bhp,4.0,Dec 2021
22.35 kmpl,1197 cc,925-955 kg,Petrol,Manual,88.50 bhp,4.0,Mar 2023
19.87 kmpl,1461 cc,1200 kg,,Manual,83.8 bhp,4.0,Jan 2016
16.82 kmpl,1197 cc,1450 kg,Petrol,Manual,108.62 bhp,3.0,Nov 2021
17.57 kmpl,1199 cc,1195 kg,Petrol,Manual,118.36 bhp,3.0,Jul 2021
16.82 kmpl,1197 cc,,Petrol,Manual,108.62 bhp,3.0,Sept 2022
22.56 kmpl,1197 cc,875-905 kg,Petrol,Automatic,88.50 bhp,4.0,Nov 2021
22.38 kmpl,1197 cc,875-905 kg,Petrol,Manual,88.50 bhp,4.0,Mar 2023
17.21 kmpl,1197 cc,1109 kg,Petrol,Automatic,103.5 bhp,4.0,Feb 2016
14.8 kmpl,1497 cc,1320 kg,,Automatic,121.36 bhp,3.0,May 2018
15.1 kmpl,2179 cc,1825 kg,,Automatic,152.87 bhp,4.0,Nov 2017
21.5 kmpl,1497 cc,1305 kg,Diesel,Automatic,108.5 bhp,4.0,Jan 2019
17.21 kmpl,1197 cc,1109 kg,Petrol,Automatic,103.5 bhp,4.0,Apr 2018
24.3 kmpl,1248 cc,1200 kg,,Manual,88.5 bhp,4.0,Apr 2017
21.49 kmpl,1498 cc,1153 kg,Diesel,Manual,108.5 bhp,4.0,Sept 2017
17.4 kmpl,1497 cc,1080 kg,Petrol,Automatic,117.6 bhp,4.0,Mar 2019
17 kmpl,1198 cc,1252 kg,Petrol,Manual,108.5 bhp,3.0,Jun 2018
17.4 kmpl,1497 cc,1061 kg,Petrol,Manual,117.6 bhp,4.0,Jun 2017
19.47 kmpl,999 cc,1160-1215 kg,Petrol,Manual,113.98 bhp,3.0,Jun 2023
17.57 kmpl,1199 cc,1375 kg,Petrol,Manual,118.36 bhp,3.0,Oct 2022
18.2 kmpl,1199 cc,1066 kg,Petrol,Automatic,88.7 bhp,4.0,Dec 2018
18.24 kmpl,999 cc,1072 kg,Petrol,Manual,108.62 bhp,3.0,Jun 2021
17.21 kmpl,1197 cc,1109 kg,Petrol,Automatic,103.5 bhp,4.0,Jun 2018
19.56 kmpl,1197 cc,910-935 kg,Petrol,Automatic,81.80 bhp,4.0,Jun 2022
18 kmpl,1497 cc,1080 kg,Petrol,Automatic,117.6 bhp,4.0,May 2019
16.42 kmpl,1498 cc,1315 kg,Petrol,Manual,104.55 bhp,4.0,Mar 2020
22.38 kmpl,1197 cc,875-905 kg,Petrol,Manual,88.50 bhp,4.0,Jan 2024
20.51 kmpl,1462 cc,1150-1205 kg,Petrol,Manual,101.65 bhp,4.0,Apr 2022
24.3 kmpl,1248 cc,1195 kg,,Automatic,88.5 bhp,4.0,Jul 2018
18.3 kmpl,1199 cc,945-957 kg,Petrol,Automatic,88.50 bhp,4.0,Jun 2023
11 kmpl,1999 cc,1850 kg,Petrol,Automatic,197.13 bhp,4.0,Jan 2023
16.57 kmpl,2198 cc,,Diesel,Automatic,182 bhp,4.0,Mar 2024
,1969 cc,1640 kg,Petrol,Automatic,187.40 bhp,4.0,Nov 2020
12.62 kmpl,2198 cc,1879 kg,,Automatic,158 bhp,4.0,Jun 2019
,2143 cc,1570 kg,Diesel,Automatic,136 bhp,4.0,Jul 2018
14.1 kmpl,1956 cc,,Diesel,Automatic,167.62 bhp,4.0,Jun 2024
20.68 kmpl,1995 cc,1550 kg,,Automatic,188 bhp,4.0,Jan 2020
16.57 kmpl,2198 cc,,Diesel,Automatic,182 bhp,4.0,Sept 2023
17.19 kmpl,2198 cc,1890 kg,Diesel,Automatic,182.38 bhp,4.0,Apr 2023
17.9 kmpl,1482 cc,,Petrol,Automatic,157.81 bhp,4.0,Nov 2024
18 kmpl,1493 cc,1565 kg,Diesel,Manual,113.45 bhp,4.0,Dec 2023
15 kmpl,1999 cc,,Petrol,Manual,197 bhp,4.0,Jun 2023
,2755 cc,1830 kg,Diesel,Automatic,171.5 bhp,4.0,Mar 2019
18.73 kmpl,999 cc,1219-1252 kg,Petrol,Automatic,114 bhp,3.0,Jun 2025
27.03 kmpl,1969 cc,1652 kg,Diesel,Automatic,190 bhp,4.0,Aug 2016
14.08 kmpl,1956 cc,1825 kg,Diesel,Automatic,167.67 bhp,4.0,Oct 2022
18 kmpl,1493 cc,1505 kg,Diesel,Manual,113.98 bhp,4.0,Jul 2023
18 kmpl,1493 cc,1565 kg,Diesel,Manual,113.45 bhp,4.0,Jun 2022
,1950 cc,1570 kg,Diesel,Automatic,187.74 bhp,4.0,Mar 2024
10.52 kmpl,2755 cc,,Diesel,Automatic,201.15 bhp,4.0,Jun 2023
,2996 cc,1945 kg,Petrol,Automatic,384.87 bhp,6.0,Jan 2023
,2925 cc,2505 kg,Diesel,Automatic,325.86 bhp,6.0,Nov 2022
,1998 cc,"1,520 kg",Petrol,Automatic,254.79 bhp,4.0,Mar 2022
,1993 cc,,Diesel,Automatic,265.52 bhp,4.0,May 2023
,2925 cc,2150 kg,Diesel,Automatic,325.8 bhp,6.0,Mar 2022
12 kmpl,2925 cc,,Diesel,Automatic,362.07 bhp,6.0,Mar 2024
18.15 kmpl,1198 cc,1195 kg,,Manual,82 bhp,3.0,Oct 2016
17 kmpl,1497 cc,1100 kg,Petrol,Manual,,4.0,May 2009
16.47 kmpl,1198 cc,1055 kg,Petrol,Manual,73.9 bhp,3.0,Feb 2011
25.32 kmpl,1198 cc,1095 kg,,Manual,77 bhp,3.0,Apr 2017
18.6 kmpl,1199 cc,905 kg,Petrol,Manual,88.76 bhp,4.0,May 2014
18.15 kmpl,1198 cc,935 kg,Petrol,Manual,82 bhp,3.0,Feb 2018
16.95 kmpl,1197 cc,990 kg,Petrol,Automatic,78.9 bhp,4.0,May 2013
26.6 km/kg,998 cc,960 kg,CNG,Manual,58.16 bhp,3.0,Sept 2011
23.95 kmpl,998 cc,784 kg,Petrol,Automatic,67.05 bhp,3.0,Nov 2014
10.54 kmpl,2998 cc,2370 kg,Petrol,Automatic,335.25 bhp,6.0,Mar 2023
,1997 cc,2003 kg,Diesel,Automatic,201.15 bhp,4.0,Apr 2025
,2993 cc,1890 kg,Diesel,Automatic,261.50 bhp,6.0,Jul 2021
8 kmpl,2755 cc,2300 kg,Diesel,Manual,201.15 bhp,4.0,Jun 2021
17 kmpl,1197 cc,1020 kg,Petrol,Manual,,4.0,May 2010
,2993 cc,2010 kg,Diesel,Automatic,258 bhp,6.0,Jan 2016
18.53 kmpl,1968 cc,1735 kg,Diesel,Automatic,187.74 bhp,4.0,Dec 2016
13 kmpl,1999 cc,,Petrol,Automatic,197 bhp,4.0,Oct 2024
,2199 cc,2270 kg,Diesel,Automatic,197.26 bhp,4.0,Jan 2021
21 kmpl,1197 cc,1170 kg,Petrol,Manual,81.80 bhp,4.0,Apr 2021
,2143 cc,1650 kg,Diesel,Automatic,201.15 bhp,4.0,Mar 2014
21.11 kmpl,1462 cc,1140-1185 kg,,Manual,101.64 bhp,4.0,Jan 2025
18.1 kmpl,1493 cc,,Diesel,Automatic,114 bhp,4.0,Jul 2022
9 kmpl,1451 cc,1820 kg,,Automatic,141 bhp,4.0,Apr 2021
14.08 kmpl,1956 cc,1825 kg,Diesel,Automatic,167.67 bhp,4.0,Aug 2022
,1995 cc,1740 kg,Diesel,Automatic,190 bhp,4.0,Aug 2015
,2400 cc,2150 kg,Diesel,Manual,200 bhp,5.0,Jan 2013
9 kmpl,2184 cc,,,Automatic,130.07 bhp,4.0,Apr 2024
17 kmpl,2198 cc,,Diesel,Manual,182 bhp,4.0,Apr 2024
,1796 cc,1585 kg,Petrol,Automatic,186 bhp,4.0,Feb 2017
20.68 kmpl,1995 cc,1550 kg,,Automatic,188 bhp,4.0,Jul 2016
21.4 kmpl,1197 cc,935 kg,Petrol,Automatic,83.1 bhp,4.0,Jun 2020
22.56 kmpl,1197 cc,875-905 kg,Petrol,Automatic,88.50 bhp,4.0,Feb 2019
27.39 kmpl,1248 cc,960-985 kg,Diesel,Manual,74 bhp,4.0,Mar 2018
22 kmpl,1197 cc,870 kg,Petrol,Manual,81.80 bhp,4.0,Jan 2016
25.2 kmpl,1248 cc,955 kg,Diesel,Manual,74 bhp,4.0,Feb 2026
18 kmpl,1198 cc,950 kg,Petrol,Manual,86.7 bhp,4.0,Dec 2013
21.66 kmpl,1498 cc,1182 kg,Diesel,Automatic,103.52 bhp,4.0,May 2015
21.21 kmpl,1197 cc,855-885 kg,Petrol,Manual,81.80 bhp,4.0,Sept 2018
17.01 kmpl,1499 cc,1040-1130 kg,Petrol,Automatic,110.4 bhp,4.0,Apr 2017
21.21 kmpl,1197 cc,855-885 kg,Petrol,Manual,81.80 bhp,4.0,Feb 2018
18.6 kmpl,1197 cc,970 kg,Petrol,Manual,85.8 bhp,4.0,Sept 2014
20.77 kmpl,1248 cc,1235 kg,Diesel,Manual,88.76 bhp,4.0,Jun 2013
24.04 kmpl,999 cc,710 kg,Petrol,Automatic,67 bhp,3.0,Sept 2017
18.6 kmpl,1197 cc,970 kg,Petrol,Manual,85.8 bhp,4.0,Apr 2013
20.4 kmpl,1197 cc,865 kg,Petrol,Manual,81.80 bhp,4.0,Nov 2017
21.4 kmpl,1197 cc,910 kg,Petrol,Automatic,83.1 bhp,4.0,Aug 2016
18.2 kmpl,1199 cc,1064 kg,Petrol,Automatic,88.7 bhp,4.0,Jul 2017
16.95 kmpl,1498 cc,1005 kg,Petrol,Manual,97.6 bhp,4.0,Jun 2016
16.2 kmpl,1199 cc,1030 kg,Petrol,Manual,74 bhp,3.0,Dec 2017
23.9 kmpl,1582 cc,1270 kg,Diesel,Manual,126.32 bhp,4.0,Feb 2014
17.01 kmpl,1591 cc,1270 kg,Petrol,Manual,121.4 bhp,4.0,Jul 2015
16.95 kmpl,1498 cc,1022 kg,Petrol,Manual,97.7 bhp,4.0,Dec 2011
18.6 kmpl,1199 cc,,Petrol,,88.76 bhp,,2020
17.03 kmpl,1462 cc,1110-1130 kg,Petrol,Manual,103.26 bhp,4.0,Dec 2020
17.95 kmpl,1498 cc,1298 kg,,Manual,147.51 bhp,4.0,Nov 2021
17 kmpl,1198 cc,1059 kg,Petrol,Manual,73.75 bhp,3.0,Nov 2016
20.28 kmpl,1462 cc,1105 kg,Petrol,Automatic,103.25 bhp,4.0,2019
16.47 kmpl,1198 cc,1155 kg,Petrol,Manual,74 bhp,3.0,Dec 2016
18.2 kmpl,1248 cc,1345 kg,Diesel,Manual,73.74 bhp,4.0,Feb 2016
,,1400 kg,,Automatic,127 bhp,,Jun 2022
13 kmpl,1591 cc,1280 kg,,Automatic,121.3 bhp,4.0,2017
,,1400 kg,,Automatic,127 bhp,,2021
23.01 kmpl,999 cc,710 kg,Petrol,Manual,67 bhp,3.0,2017
23 kmpl,999 cc,750 kg,Petrol,Automatic,67 bhp,3.0,2020
15.37 kmpl,1196 cc,928 kg,Petrol,Manual,73 bhp,4.0,2017
21.94 km/kg,1196 cc,1050 kg,CNG,Manual,61.7 bhp,4.0,2020
14.6 kmpl,1956 cc,1700 kg,Diesel,Automatic,167.67 bhp,4.0,2022
10 kmpl,2755 cc,,Diesel,Automatic,201.15 bhp,4.0,2025
17.9 kmpl,1482 cc,,Petrol,Automatic,157.81 bhp,4.0,2023
17.5 kmpl,1482 cc,,Petrol,Manual,158 bhp,4.0,Jun 2024
17.52 kmpl,1197 cc,1080 kg,Petrol,Manual,81.86 bhp,4.0,Sept 2021
16 kmpl,1197 cc,1106 kg,Petrol,Manual,81.80 bhp,4.0,Dec 2022
,1462 cc,1200 kg,Petrol,Manual,101.64 bhp,4.0,2024
13 kmpl,1591 cc,1280 kg,,Manual,121.3 bhp,4.0,Jul 2017
18.55 kmpl,1462 cc,1130-1170 kg,Petrol,Manual,103.25 bhp,4.0,Jan 2022
19.12 kmpl,1373 cc,1030 kg,Petrol,Automatic,91.1 bhp,4.0,Mar 2026
14.82 kmpl,1498 cc,1450 kg,Petrol,Automatic,108.49 bhp,4.0,Mar 2023
,2996 cc,2455 kg,Petrol,Automatic,333 bhp,6.0,Jun 2016
20 kmpl,999 cc,,Petrol,Manual,71.01 bhp,3.0,Nov 2021
23.84 kmpl,1199 cc,1012 kg,Petrol,Manual,83.83 bhp,3.0,Jul 2021
14.59 kmpl,1999 cc,1200 kg,Petrol,Manual,150.19 bhp,4.0,Feb 2019
23.84 kmpl,1199 cc,1012 kg,Petrol,Manual,83.83 bhp,3.0,Oct 2021
20 kmpl,999 cc,,Petrol,Manual,71.01 bhp,3.0,Apr 2022
,1968 cc,1640 kg,Diesel,Automatic,187.74 bhp,4.0,2016
20.89 kmpl,1197 cc,835 kg,Petrol,Manual,81.80 bhp,4.0,Jun 2022
18.6 kmpl,1199 cc,917 kg,Petrol,Manual,88.76 bhp,4.0,Jun 2020
20.8 kmpl,1493 cc,1535 kg,Diesel,Manual,113.43 bhp,4.0,Feb 2022
17.8 kmpl,1497 cc,1042 kg,Petrol,Manual,117.3 bhp,4.0,Jul 2017
17.8 kmpl,1497 cc,1065 kg,Petrol,Manual,117.3 bhp,4.0,Oct 2017
,2987 cc,2455 kg,Diesel,Automatic,258 bhp,6.0,2016
17.8 kmpl,1497 cc,1065 kg,Petrol,Manual,117.3 bhp,4.0,Jan 2016
,2987 cc,2455 kg,Diesel,Automatic,258 bhp,6.0,Sept 2016
12.58 kmpl,1984 cc,1758 kg,,Automatic,201 bhp,4.0,Mar 2025
14.82 kmpl,1498 cc,,Petrol,Automatic,108.49 bhp,4.0,2024
,1497 cc,1650 s kg,Diesel,Manual,121 bhp,4.0,Mar 2020
13 kmpl,1591 cc,1280 kg,,Automatic,121.3 bhp,4.0,Jun 2016
,2987 cc,1835 kg,Diesel,Automatic,254.8 bhp,6.0,Nov 2017
16.5 kmpl,1353 cc,1515 kg,Petrol,Manual,138.08 bhp,4.0,Jun 2021
,2993 cc,2450 kg,Diesel,Automatic,241 bhp,4.0,Jun 2013
,1493 cc,,Diesel,Automatic,114.41 bhp,4.0,Aug 2024
,1999 cc,2064 kg,Petrol,Automatic,177 bhp,4.0,Nov 2017
,1950 cc,1805 kg,Diesel,Automatic,191.7 bhp,4.0,Aug 2018
,2179 cc,2123 kg,Diesel,Automatic,187.7 bhp,4.0,Jan 2026
14.82 kmpl,1498 cc,,Petrol,Automatic,108.49 bhp,4.0,2023
18.6 kmpl,1199 cc,905 kg,Petrol,Manual,88.76 bhp,4.0,2020
17.9 kmpl,2143 cc,2150 kg,,Automatic,201.15 bhp,4.0,Aug 2016
,1999 cc,2123 kg,Diesel,Automatic,177 bhp,4.0,Feb 2018
,1950 cc,1805 kg,Diesel,Automatic,191.7 bhp,4.0,Aug 2017
19.01 kmpl,1462 cc,1180 kg,Petrol,Manual,103.2 bhp,4.0,Feb 2022
,2993 cc,2406 kg,Diesel,Automatic,255 bhp,6.0,Sept 2018
16.2 kmpl,1956 cc,1766 kg,Diesel,Manual,167.67 bhp,4.0,Nov 2022
14.2 kmpl,1999 cc,1730 kg,Petrol,Automatic,156.9 bhp,4.0,May 2022
18.4 kmpl,1493 cc,1215 kg,Diesel,Manual,98.63 bhp,4.0,Jan 2022
18.6 kmpl,1498 cc,1107-1153 kg,Petrol,Manual,119.35 bhp,4.0,Jan 2023
,1462 cc,1225 kg,Petrol,Automatic,101.65 bhp,4.0,Oct 2024
18.6 kmpl,1498 cc,1107-1153 kg,Petrol,Manual,119.35 bhp,4.0,Apr 2022
17.01 kmpl,1582 cc,1320 kg,,Automatic,126.2 bhp,4.0,May 2016
13.7 kmpl,1997 cc,1505 kg,,Automatic,153.86 bhp,4.0,Jan 2019
14.82 kmpl,1498 cc,1400 kg,Petrol,Automatic,108.49 bhp,4.0,Mar 2022
18.1 kmpl,1493 cc,1675 kg,Diesel,Automatic,113.98 bhp,4.0,Aug 2021
28 km/kg,1197 cc,1090 kg,CNG,Manual,68.05 bhp,4.0,Apr 2021
,1991 cc,1525 kg,Petrol,Automatic,183 bhp,4.0,Jan 2015
